artist,track,peak_position,peak_position_grouped,weeks_in_charts,spotify_id,explicit,spotify_popularity
Doja Cat,Candy,86,18,6,1VJwtWR6z7SpZRwipI12be,True,77
Mariah Carey,All I Want For Christmas Is You,1,1,37,0bYg9bo50gSsH3LtXe2SQn,False,64
Brenda Lee,Rockin' Around The Christmas Tree,2,1,32,2EjXfH91m7f8HiJN1yQg97,False,54
Bobby Helms,Jingle Bell Rock,3,1,30,3hBXvHLlTHvnbwrPbeoyAj,False,53
Burl Ives,A Holly Jolly Christmas,4,1,15,65Q2mv3UlVi9eO70OpsmSe,False,44
Andy Williams,It's The Most Wonderful Time Of The Year,7,2,15,5hslUAKq9I9CG2bAulFkHN,False,51
Wham!,Last Christmas,11,3,14,2FRnf9qhLbvw8fu4IBXx78,False,59
Jose Feliciano,Feliz Navidad,12,3,9,0oPdaY4dXtc3ZsaG17V972,False,46
Dean Martin,"Let It Snow, Let It Snow, Let It Snow",15,3,8,2uFaJJtFpPDc5Pa95XzTvg,False,48
Nat King Cole,The Christmas Song (Merry Christmas To You),11,3,21,4PS1e8f2LvuTFgUs1Cn3ON,False,48
The Ronettes,Sleigh Ride,21,5,7,5ASM6Qjiav2xPe7gRkQMsQ,False,45
Gene Autry,Rudolph The Red-Nosed Reindeer,16,4,8,1dtIaSlyrLI04sqYa8nLyN,False,35
Andy Williams,Happy Holiday / The Holiday Season,24,5,4,3sDdyBHQ60Cs1opmIyRvhp,False,35
Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,28,6,4,2pXpURmn6zC5ZYDMms6fwa,False,47
Darlene Love,Christmas (Baby Please Come Home),29,6,3,46pF1zFimM582ss1PrMy68,False,42
Kelly Clarkson,Underneath The Tree,31,7,5,3YZE5qDV7u1ZD1gZc47ZeR,False,44
Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),28,6,6,25leEEaz1gIpp7o21Fqyjo,False,41
Chuck Berry,Run Rudolph Run,36,8,5,2pnPe4pJtq7689i5ydzvJJ,False,49
Perry Como,(There's No Place Like) Home For The Holidays,32,7,3,5mKxNjNnRFpO9Muzw3Ug0u,False,31
Elvis Presley,Blue Christmas,40,8,2,3QiAAp20rPC3dcAtKtMaqQ,False,48
Bing Crosby,White Christmas,12,3,16,4so0Wek9Ig1p6CRCHuINwW,False,48
Frank Sinatra,Jingle Bells,43,9,2,4KV9bM7a1KDc7b7OakFZic,False,43
Jonas Brothers,Like It's Christmas,44,9,4,1OjmlSFuzYflWjSMTCyTJv,False,48
Dean Martin,Baby It's Cold Outside,45,9,1,4MrfQL4TYQXJBlZYpAHTuE,False,41
Juice WRLD,Lucid Dreams,2,1,48,285pBltuF7vW8TeWk8hdRR,True,88
Harry Styles,Falling,62,13,1,1ZMiCix7XSAbfAJlEZWMCp,False,86
Harry Styles,Lights Up,17,4,5,4jAIqgrPjKLTY9Gbez25Qb,False,84
YoungBoy Never Broke Again,Dirty Iyanna,67,14,1,3z2q4KZxGOotjB87arytei,True,56
NLE Choppa,Famous Hoes,83,17,1,35Xf2ABjPzUXKz19akd7Jj,True,71
Harry Styles,Cherry,84,17,1,2IOFZdYYkFxEHVz1w34PoL,False,78
Harry Styles,Golden,86,18,1,45S5WTQEGOB1VHr1Q4FuPl,False,79
Matt Stell,Prayed For You,36,8,20,4j6GMcVcqZf1r0GDqMtYp6,False,70
Harry Styles,She,99,20,1,6SQLk9HSNketfgs2AyIiMs,False,75
Juice WRLD,Legends,29,6,3,1Knctxx9vGZxpZfF66BIEa,True,82
Juice WRLD,Robbery,27,6,19,6Hj9jySrnFppAI0sEMCZpJ,True,86
Taylor Swift,Christmas Tree Farm,59,12,1,2mvabkN1i2gLnGAPUVdwek,False,57
Juice WRLD,Empty,41,9,4,41MCdlvXOl62B7Kv86Bb1v,True,78
Keith Urban,We Were,65,13,15,6JOeNbZ3X6dtXusG3hkHn8,False,64
Roddy Ricch,Big Stepper,98,20,1,6x0QNM6f0C2JEjK0hFF8Ca,True,66
Sam Smith,How Do You Sleep?,24,5,20,6b2RcmUt1g9N9mQ3CbjX2Y,False,84
NF,Time,41,9,20,6MxMqCgqmekcr0VwSU7AVH,False,76
Billie Eilish,All The Good Girls Go To Hell,46,10,7,6IRdLKIyS4p7XNiP8r6rsx,False,80
Trippie Redd,Who Needs Love,58,12,2,2ktxr00GpTtbMNeBjNeY8D,True,76
Kanye West,Follow God,7,2,6,2QpGZOhTCHHiKmpSO9FW4h,False,76
Lil Tjay,F.N,56,12,14,0RLLvYBopDwooCyvnTwgYu,True,81
Panic! At The Disco,Into The Unknown,98,20,2,421eObjg0DTm2qajJl5OJm,False,75
J Balvin & Bad Bunny,La Cancion,84,17,8,048cMMwTJ7M7Fm1s41boVx,False,29
Marshmello & Kane Brown,One Thing Right,36,8,23,6oyjdvxHhDvLhq7EJaVNTV,False,43
Trippie Redd,Love Me More,79,16,2,6uYgCE2OEulOw5zhHvZsHf,True,72
Y2K & bbno$,Lalala,55,11,21,51Fjme0JiitpyXKuyQiCDo,True,85
Kenny Chesney,Tip Of My Tongue,73,15,20,40ufL61vEaDaaOitYhnlQ7,False,65
Chris Janson,Good Vibes,48,10,13,49oBFP6ZHPtd6t33LFTD3E,False,62
"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",Hot Girl Summer,11,3,16,5N1o6d8zGcSZSeMFkOUQOk,True,76
YoungBoy Never Broke Again,Lonely Child,44,9,7,6xqZi5JTTk6XIMLvy7w5JJ,True,65
Camila Cabello,Liar,52,11,11,7LzouaWGFCy4tkXDOOnEyM,False,77
Russell Dickerson,Every Little Thing,50,10,12,3kgCJPXDlnL5bl1HFesHUi,False,72
Chris Lane,I Don't Know About You,39,8,20,3yOs8FffuG6hPbzQG9lIqV,False,73
Khalid,Up All Night,89,18,1,1mpD5Q8IM32I4bF6eCpU74,False,79
YoungBoy Never Broke Again,Self Control,50,10,11,4vSoyDfL0uZyUoWu5NNNsQ,True,73
Saweetie,My Type,21,5,20,5KBARWIxeMGkvUax9VtVC9,True,78
Luke Combs,Better Together,72,15,1,6gdLyYNuhWBzqwlOFSsXC7,False,74
Miranda Lambert,It All Comes Out In The Wash,70,14,2,41FLEFSeRCv19OBn0vLiaH,False,61
YoungBoy Never Broke Again,Hot Now,66,14,5,3eeyKNIBrt5TH4y0y3QkOu,True,70
24kGoldn,Valentino,92,19,1,6piAUJJQFD8oHDUr0b7l7q,True,78
Brantley Gilbert + Lindsay Ell,What Happens In A Small Town,53,11,14,44UTzjhEM825Sw0qC89oGK,False,55
Dierks Bentley,Living,51,11,16,54K7AZoGpQklpygKrxZlKN,False,68
21 Savage,Immortal,55,11,2,4IO8X9W69dIQe0EC5ALXhq,True,74
Taylor Swift,You Need To Calm Down,2,1,21,6RRNNciQGZEXnqk8SQ9yv5,False,82
Kanye West,Closed On Sunday,17,4,2,3JWiDGQX2eTlFvKj3Yssj3,False,68
Frank Ocean,In My Room,85,17,1,4S4Mfvv03M1cHgIOJcbUCL,True,77
Cole Swindell,Love You Too Late,49,10,14,52MNypbTWiwybwzhXvsPk5,False,65
Kane Brown,For My Daughter,90,18,1,2moC0T4mGwmP8dUDostr2g,False,65
Kanye West,Selah,19,4,2,39JRmdKFka1Oe09FoOCPI4,False,66
Kanye West,On God,23,5,2,2SasoXZyv82yYgHiVOvxQn,False,66
Kanye West,God Is,36,8,1,2QpGZOhTCHHiKmpSO9FW4h,False,76
Michael Jackson,Thriller,4,1,19,7azo4rpSUh8nXgtonC6Pkq,False,68
Kanye West,Jesus Is Lord,63,13,1,7sBgFMWqDWQgrsNSpIBoe8,False,59
DaBaby,INTRO,13,3,6,77KMttn3Lic7ZQKDlPqp8v,True,70
"Ariana Grande, Miley Cyrus & Lana Del Rey",Don't Call Me Angel (Charlie's Angels),13,3,7,6zegtH6XXd2PDPLvy1Y0n2,False,76
Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),1,1,53,3KkXRkHbMCARz0aVfEt68P,False,86
Post Malone,Wow.,2,1,44,7xQAfvXzm3AkraOtGPWIZg,True,85
Blanco Brown,The Git Up,14,3,20,2KKijf6Ett4kmVNJze2roh,False,76
Normani,Motivation,33,7,10,0rIAC4PXANcKmitJfoqmVm,False,77
YoungBoy Never Broke Again,Rich As Hell,79,16,2,5A6tFAdihqILHJrWuR6wD4,True,61
YoungBoy Never Broke Again,In Control,73,15,2,5IdAcHb4cwtexqMlOojWhR,True,63
YoungBoy Never Broke Again,Carter Son,62,13,2,0QVvkAOstRG26pVYN95CeL,True,61
Frank Ocean,DHL,98,20,1,2INhKpUdzh7v0j041gZNsz,True,70
YoungBoy Never Broke Again,Time I'm On,79,16,1,6vWzkhoAp1SF4PEJ0iLKYQ,True,59
Post Malone,Saint-Tropez,18,4,6,05mDaV9Vb3wrzjF6OPZnhq,True,78
Post Malone,Hollywood's Bleeding,15,3,6,7sWRlDoTDX8geTR8zzr2vt,False,79
Shawn Mendes,If I Can't Have You,2,1,23,6LsAAHotRLMOHfCsSfYCsz,False,81
"Young Thug, J. Cole & Travis Scott",The London,12,3,20,7DcvwMAiqKJQD1rrdfxSDx,True,78
Summer Walker,Body,73,15,1,7vxLj7MREliG5i5vSnqSVr,True,66
Summer Walker,Drunk Dialing...LODT,79,16,1,0pzWCDSuVRX7m95EFOxVa0,True,62
Summer Walker,Over It,80,16,1,0csmcZqM3uTKfjxehw0Lw2,True,61
Carrie Underwood,Southbound,64,13,13,7qXPZxXn6Xmv1sjh03skiW,False,67
Summer Walker,Potential,92,19,1,4YNrBVo8fv6qiTNwHLVDai,True,59
"Jhay Cortez, J Balvin & Bad Bunny",No Me Conoce,71,15,14,7AxIUTibISfXcqpacAKvPo,False,29
Halsey,Without Me,1,1,52,5p7ujcrUXASCNwRaWNHR1C,True,83
DaBaby,OFF THE RIP,47,10,1,3e39X4Q74yJzsYUEeyf4ws,True,63
DaBaby,XXL,69,14,1,4LH1gsNA3wUS6QKkGZoJN8,True,62
DaBaby,PROLLY HEARD,73,15,1,0O7mJ0noFBLn8MMUJrFaF1,True,59
Kevin Gates,By My Lonely,86,18,1,25AEevSO1lu4EKMIP5Sy5p,True,64
DaBaby,There He Go,89,18,1,0pegcONe6MuDQRoPCtCBRf,True,59
Justin Moore,The Ones That Didn't Make It Back Home,46,10,16,6Vmb8Ru0BvjWGozOVGApRd,False,67
"Tainy, Anuel AA & Ozuna",Adicto,86,18,2,3jbT1Y5MoPwEIpZndDDwVq,False,82
Lil Tecca,Did It Again,64,13,7,4guBZjUyrGoHsTahO3IHdj,True,78
Luke Combs,Beer Never Broke My Heart,21,5,21,7aEtlGHoiPAfRB084NiDmx,False,78
Dan + Shay,Speechless,24,5,40,3GJ4hzg4lrGwU51Y3VARbF,False,77
Luke Bryan,Knockin' Boots,31,7,22,6ERR6e7h6wCqGoz1TjiUJb,False,75
Drake,Behind Barz,75,15,2,5r7WvQtyPfy1xch5zMgGRp,True,71
Post Malone,A Thousand Bad Times,29,6,3,2J0NXdHr6MYvKDSxB7k3V2,True,75
Ali Gatie,It's You,70,14,15,5DqdesEfbRyOlSS3Tf6c29,False,85
Miley Cyrus,Slide Away,47,10,6,44ADyYoY5liaRa3EOAl4uf,False,78
Camila Cabello,Shameless,60,12,3,3UYiU57SMiAS5LqolhHJw1,False,68
Sarah Jeffery,Queen Of Mean,49,10,8,4o05DiC0RQ9DNtGJGauwna,False,69
Jason Aldean,Rearview Town,40,8,18,5WA2SHuL5eesmPnYflNzlT,False,63
A Boogie Wit da Hoodie,Mood Swings,76,16,1,0VZe8C7xgAIQC0E0qEVIEh,True,68
Dan + Shay,All To Myself,31,7,20,08tq1XcHwVt5PHXUo87i0D,False,72
Post Malone,Allergic,37,8,2,1YscJ7yVTlFxW3eF6pv5ba,True,73
Cardi B,Press,16,4,16,6dPyzkyZwoj9LqjQXOFdVv,True,69
Luke Combs & Brooks & Dunn,"1, 2 Many",97,20,1,226le7T3p82reYWzsi9Hsz,False,72
Panic! At The Disco,"Hey Look Ma, I Made It",16,4,22,22oEJW6r2rMb9z4IntfyEa,False,75
Post Malone,Myself,52,11,1,2cvOfKHOHgwQlLiuLKP2xR,True,72
Post Malone,I Know,53,11,1,6b2mfHMqWCA74XmUuVJm8r,True,71
Post Malone,Internet,58,12,1,0KAzP1Rbp0Vz5pw8i1KDDI,True,70
Runaway June,Buy My Own Drinks,88,18,5,3WBY2lhKzkxaG5bNscQrOG,False,62
5 Seconds Of Summer,Easier,48,10,16,2txofPPP3lkiNLTUUHeJHS,False,79
Lana Del Rey,Doin' Time,59,12,2,0Oqc0kKFsQ6MhFOLBNZIGX,True,75
Ariana Grande,7 Rings,1,1,33,6ocbgoVGwYJhOv1GgI9NsF,True,86
Morgan Wallen,Whiskey Glasses,17,4,27,6foY66mWZN0pSRjZ408c00,False,81
Blake Shelton,God's Country,17,4,23,1dyxS3YzBbL0t8rEVwVQ1K,False,75
NLE Choppa,Shotta Flow,36,8,20,1orjH4IkSH9VrWmRCToKV8,True,82
A$AP Rocky,Babushka Boi,69,14,1,643PW82aBMUa1FiWi5VQY7,True,73
Taylor Swift,Cruel Summer,29,6,2,1BxfuPKGuaTgP7aM0Bbdwr,False,75
Taylor Swift,I Forgot That You Existed,28,6,2,43rA71bccXFGD4C8GOpIlN,False,76
The Chainsmokers & Bebe Rexha,Call You Mine,56,12,14,5EdYlCWou17k0N1PADLKfO,False,54
Lil Tecca,Out Of Luck,80,16,1,1ipyiYqvds0wcaFDTW6N4X,True,66
Lil Tecca,Shots,84,17,1,6eSU1exzDvBEXmBRxspeh5,True,71
Lizzo,Juice,82,17,4,0k664IuFwVP557Gnx7RhIl,True,78
for KING & COUNTRY,God Only Knows,94,19,1,4ElNxglBjcrASiGn58t9Jm,False,64
Lil Tecca,Love Me,97,20,1,4e0FYxSROat25pH16zMTZI,True,78
Taylor Swift,The Archer,38,8,3,3pHkh7d0lzM2AldUtz2x37,False,72
Taylor Swift,Paper Rings,45,9,1,4y5bvROuBDPr5fuwXbIBZR,False,71
Taylor Swift,Miss Americana & The Heartbreak Prince,49,10,1,214nt20w5wOxJnY462klLw,False,70
Taylor Swift,I Think He Knows,51,11,1,2YWtcWi3a83pdEg3Gif4Pd,False,70
Taylor Swift,Cornelia Street,57,12,1,12M5uqx0ZuwkpLp5rJim1a,False,70
Taylor Swift,London Boy,62,13,1,1LLXZFeAHK9R4xUramtUKw,False,70
Taylor Swift,Death By A Thousand Cuts,67,14,1,2dgFqt3w9xIQRjhPtwNk3D,False,69
Taylor Swift,Afterglow,75,15,1,1SymEzIT3H8UZfibCs3TYi,False,70
Taylor Swift,False God,77,16,1,5hQSXkFgbxjZo9uCwd11so,False,68
Taylor Swift,Daylight,89,18,1,1fzAuUVbzlhZ1lJAx9PtY6,False,68
Chris Young,Raised On Country,54,11,13,6voi5xnLs9JKmWG2oLmgDU,False,66
Taylor Swift,It's Nice To Have A Friend,92,19,1,1SmiQ65iSAbPto6gPFlBYm,False,66
Katy Perry,Never Really Over,15,3,13,5PYQUBXc7NYeI1obMKSJK0,False,83
"Tyler, The Creator",EARFQUAKE,13,3,15,5hVghJ4KaYES3BFUATCYn0,True,82
Young Thug,Just How It Is,60,12,1,5KYhIFNTp4VQUqlsbLWTTu,True,58
Young Thug,Light It Up,82,17,1,41mzryVlFLlz6b1BCtJAjx,True,55
Young Thug,Lil Baby,84,17,1,1GeNui6m825V8jP4uKiIaH,True,75
Eric Church,Some Of It,43,9,13,3d1qN7AHge6BXuVPutcpI5,False,66
Ambjaay,Uno,82,17,3,3AEgic4yp82NxMWUjHtxnO,True,69
Ava Max,Sweet But Psycho,10,2,35,25sgk305KZfyuqVBQIahim,False,85
Khalid,Better,8,2,48,6zeeWid2sgw4lap2jV61PZ,False,77
Florida Georgia Line,Talk You Out Of It,57,12,26,4qQwGRtGT7l6ckQtdPEFd4,False,72
Katy Perry,Small Talk,81,17,1,4NmE2ytXI8S2svTRSmEdpO,False,72
Trippie Redd,Snake Skin,87,18,1,1usK5eLBzpQTMwDt8SR2dr,True,65
Eli Young Band,Love Ain't,50,10,18,6uVzeU47Qzg0rrMneP5BNg,False,71
Lil Uzi Vert,Sanguine Paradise,28,6,16,3XiNC94b4Tq1xwv70sQJGN,True,79
J Balvin & Bad Bunny,Que Pretendes,65,13,5,0WrgyWAoS2tHTqr4ts8tkt,False,18
Big Sean,Single Again,64,13,3,7IP0lO9tHfNwBWZ9X6TJ84,True,70
YK Osiris,Worth It,48,10,25,0PQoUlzP7ILdcrzpajHXc0,False,73
Drake,Trust Issues,58,12,1,4Wjhj0WjkyECccfHVIgaTq,True,67
Drake,The Motion,61,13,1,0Tacxc5lDJ8LwiO1pWNSl8,True,64
Drake,Dreams Money Can Buy,68,14,1,1qyFlfPREPbRcS2BNszdYI,True,58
Drake,Club Paradise,85,17,1,6MR5IBSNfDmiwnrlQpVw4w,True,55
Tool,Fear Inoculum,93,19,1,39zWYYZStDgWi32sOU9AX4,False,64
Drake,Days In The East,95,19,1,4czcw3NVLY0of5hTD7OufN,True,56
Beyonce,Before I Let Go,65,13,16,7LikBkHerFGZ58QHVOKp1t,False,62
Panic! At The Disco,High Hopes,4,1,52,1rqqCSm0Qe4I9rUvWncaom,False,84
Travis Scott,Sicko Mode,1,1,52,2xLMifQCjDGFmkHkpNLD9h,True,90
NF,Leave Me Alone,85,17,1,3EtyEzMpfKSaoVhPunvbRV,False,72
NF,The Search,70,14,2,2OKo7g3KfmCt3kyLvUAL0g,False,72
Nicki Minaj,MEGATRON,20,4,5,1ZDmxwg7Lywlx68b7SsJjj,True,72
Jonas Brothers,Cool,27,6,17,7yfi8B8opXjnRh4VZnOkz9,False,73
Halsey,Nightmare,15,3,11,340UVheS8z3ncW9TTUhAbc,True,73
Lee Brice,Rumor,25,5,20,56eGOeSsqdg3FLxdo83TwV,False,75
City Girls,Act Up,26,6,21,3A2yGHWIzmGEIolwonU69h,True,75
Maren Morris,GIRL,44,9,21,0pGXe7umwkcCm01Ipoxp0U,False,66
J. Cole,Middle Child,4,1,27,2JvzF1RMd7lE3KmFlsyZD8,True,83
P!nk,Walk Me Home,49,10,20,7DHApOHsIFo7EyfieArYGE,False,73
Thomas Rhett,Look What God Gave Her,32,7,20,2KqJC0koTBUyDlsMt5ok1V,False,73
Ed Sheeran With Chris Stapleton & Bruno Mars,BLOW,60,12,2,6EbduYTr62sSzvl36wWiFM,False,69
Kane Brown,Like A Rodeo,90,18,1,7z3dPHwGxeK4fD6fYFDwiS,False,69
Beyonce,Spirit,98,20,1,38SueFAjT6jtFneyoQamYi,False,61
Travis Scott,Wake Up,30,6,7,20MuVazoNMv6xjKPnRFOxG,True,76
"benny blanco, Halsey & Khalid",Eastside,9,2,52,0d2iYfpKoM0QCKvcLCkBao,False,81
A Boogie Wit da Hoodie,Look Back At It,27,6,31,3Ol2xnObFdKV9pmRD2t9x8,True,78
Kane Brown,Good As You,36,8,20,19kUPdKTp85q9RZNwaXM15,False,73
Miley Cyrus,Mother's Daughter,54,11,3,2WyRfGeHo97VC5mP1BBSzr,True,74
Billie Eilish,Ocean Eyes,84,17,20,7hDVYcQq6MxkdJGweuCtl9,False,83
NF,When I Grow Up,78,16,1,5rLyYxZNzca00ENADO9m54,False,71
Chase Rice,Eyes On You,38,8,20,5AnSllIrgGsCZzZJkVnApx,False,75
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",2,1,20,4kV4N9D1iKVxx1KLvtTpjS,True,80
Brett Eldredge,Love Someone,52,11,10,43CFDpciGFDm226POTLEXU,False,66
Megan Thee Stallion,Big Ole Freak,65,13,12,3YEbLhXRDPTtctnb3ddg8g,True,68
Drake,Omerta,35,7,2,3kCwyvhvVTyehIzYN2I0nF,True,62
Billie Eilish,When The Party's Over,29,6,32,43zdsphuZLzwA9k4DJhU0I,False,86
Calboy,Envy Me,31,7,27,7rvyVWja33WG9R97oeJAjx,True,77
Kelsea Ballerini,Miss Me More,47,10,20,5NfJGBAL9mgFPRQxKJmiX2,False,68
Joji,Sanctuary,80,16,1,3xaugmCyXrVkrDTXbFkMW3,False,77
Luke Combs,Beautiful Crazy,21,5,31,2rxQMGVafnNaRaXlRMWPde,False,80
Lil Baby,Close Friends,28,6,33,5nzhL67GpF9szXWg5y509A,True,75
Billie Eilish,Bury A Friend,14,3,20,4SSnFejRGlZikf02HLewEF,False,81
Avicii,Heaven,83,17,1,0vrmHPfoBadXVr2n0m1aqZ,False,75
Future,Please Tell Me,87,18,1,4ANFPo7dzs2DdPuONXC9bp,True,51
Cody Johnson,On My Way To You,78,16,16,3OjNkFFZavF89xvRqWCXmU,False,67
Ozuna,Amor Genuino,92,19,1,3xEozpt8pAptvpH69iJhOw,False,68
Future,XanaX Damage,98,20,1,3tZ4zv4UuenjJGSNUMfBNG,True,53
Future,Government Official,99,20,1,2QEnZJ8FwpBoyLKcFcgceT,True,52
YNW Melly,Murder On My Mind,14,3,20,7eBqSVxrzQZtK2mmgRG6lC,True,82
Trippie Redd,Under Enemy Arms,94,19,1,5tRa5hnltiyqY63rWOfnO2,True,63
Jon Pardi,Night Shift,56,12,16,0bPnT6i9H1p8Vd85GS6Z7I,False,73
21 Savage,A Lot,12,3,23,2t8yVaLvJ0RenpXUIAC52d,True,80
Blueface,Thotiana,8,2,20,3oh6SCCeLuXhFpEyepla6G,True,73
Lil Dicky,Earth,17,4,6,2S1LebN6AXXQqJolBxlWgO,True,71
Maluma,HP,96,20,1,1LIqNVhaIgxXUt2eVoIQJ3,True,78
Bazzi,Paradise,91,19,3,0Rx0DJI556Ix5gBny6EWmn,True,80
"Tyler, The Creator",I Think,51,11,1,4f8Mh5wuWHOsfXtzjrJB3t,True,73
"Tyler, The Creator",Running Out Of Time,65,13,1,5QvBXUm5MglLJ3iBfTX2Wo,True,68
"Tyler, The Creator",Igor's Theme,67,14,1,51RN0kzWd7xeR4th5HsEtW,False,66
"Tyler, The Creator",New Magic Wand,70,14,1,0fv2KH6hac06J86hBUTcSf,True,70
"Tyler, The Creator",A Boy Is A Gun,74,15,1,1nXZnTALNXiPlvXotqHm66,True,70
"Tyler, The Creator",What's Good,85,17,1,6bOkaEXc5CopinGazSLokx,True,64
"Tyler, The Creator",Puppet,88,18,1,0wEC0GNF74lAqrEFZJMl1m,True,65
Brett Young,Here Tonight,42,9,20,38nVuIj9mi5a8oopOJhSJk,False,66
Dean Lewis,Be Alright,23,5,29,3EPXxR3ImUwfayaurPi3cm,True,81
Lil Baby & Gunna,Drip Too Hard,4,1,35,78QR3Wp35dqAhFEc2qAGjE,True,82
Ariana Grande,"Thank U, Next",1,1,28,3e9HZxeyfWwjeyPAMmWSSQ,True,84
Pinkfong,Baby Shark,32,7,20,5ygDXis42ncn6kYG14lEVG,False,77
Old Dominion,Make It Sweet,56,12,20,3Mnr3yyQk1aUPYgbpOQE31,False,54
Ella Mai,Shot Clock,62,13,16,2GlATHCDbLW7xq5BE0Bz5g,True,69
Billie Eilish,You Should See Me In A Crown,41,9,8,3XF5xLJHOQQRbWya6hBp7d,False,80
Billie Eilish,Wish You Were Gay,31,7,11,3Fj47GNK2kUF0uaEDgXLaD,False,81
Lil Uzi Vert,That's A Rack,76,16,5,4pCEIQ6wBVuaJdER5bALtO,True,68
Roddy Ricch,Die Young,99,20,2,3wLtYwtqvKK2ewelSVPeDK,True,73
Lauren Daigle,You Say,29,6,43,6Up545NUflOiXo8cEraH49,False,77
"SZA, The Weeknd & Travis Scott",Power Is Power,90,18,2,4cbdPT6uaBOgOQe3fLMofl,False,69
Anuel AA & Karol G,Secreto,68,14,11,386qhn2zsQoU1QoxALuDOl,False,8
Ski Mask The Slump God,Faucet Failure,87,18,11,1ThmUihH9dF8EV08ku5AXN,True,78
5 Seconds Of Summer,Youngblood,7,2,48,2iUXsYOEPhVqEBwsqP70rE,False,82
"Marshmello, Tyga & Chris Brown",Light It Up,90,18,1,4Q8aDd3H6LF8t4eY7So9O8,True,66
ScHoolboy Q,Numb Numb Juice,55,11,2,6tByydPskASjm9jTPkNQq0,True,69
BLACKPINK,Kill This Love,41,9,4,18PergoIrGmRyeYxnaXJN2,False,79
Post Malone,Better Now,3,1,52,7dt6x5M1jzdTEt8oCbisTK,True,84
Imagine Dragons,Bad Liar,56,12,9,2RSHsoi04658QL5xgQVov3,False,83
Lil Baby,Pure Cocaine,46,10,16,577YBGuskWkVDCxZrLRB4v,True,73
Scotty McCreery,This Is It,42,9,20,74CEfiZthUGX5yUNNUM4bj,False,68
Billie Eilish,My Strange Addiction,43,9,4,3Tc57t9l2O8FwQZtQOvPXK,False,78
Billie Eilish,Xanny,35,7,4,4QIo4oxwzzafcBWkKjDpXY,False,78
Michael Ray,One That Got Away,67,14,9,2TLDilmv1UmRTfyb7f2Hrx,False,60
Dan + Shay,Tequila,21,5,50,42fw0rxRO2xbesF6mJfd4Y,False,75
Cardi B,Money,13,3,26,2GGMabyHXnJmjY6CXhhB2e,True,77
FLETCHER,Undrunk,61,13,6,1Pj5oOFzLYELyyeh1IYRK0,True,72
Riley Green,There Was This Girl,70,14,8,7grWGhX8SHNmyGOkMNVMCt,False,70
Khalid,My Bad,55,11,3,1DUSuNhF8P5vUGNPpQiZa5,False,66
Khalid With John Mayer,Outta My Head,58,12,1,09oZ9eXQ2fo6YDrPzJqAoP,False,71
Khalid,Bad Luck,87,18,1,2vsuel3g4zaLYSOY0mOMbi,False,66
Aventura,Inmortal,95,19,1,2swZ0X1njeU32SNJeBKIfW,False,71
Billie Eilish,I Love You,53,11,1,6CcJMwBtXByIz4zQLzFkKc,False,82
Billie Eilish,Ilomilo,62,13,1,7qEKqBCD2vE5vIBsrUitpD,False,79
Billie Eilish,Listen Before I Go,63,13,1,0tMSssfxAL2oV8Vri0mFHE,False,78
Billie Eilish,8,79,16,1,6X29iaaazwho3ab7GNue5r,False,75
Chris Stapleton,Millionaire,47,10,17,68JS5SFTnW5Yv9Vzw81Jf0,False,68
Jason Aldean,Girl Like You,46,10,19,7K0lR5Ngf5jkOWt1g6ut6l,False,65
Jake Owen,Down To The Honkytonk,65,13,13,5g0XcG0apQTlO3X8r38vGf,True,71
Logic,Confessions Of A Dangerous Mind,78,16,1,0zihDLOIS1CIMT39pU6Jqu,True,13
Jordan Davis,Take It From Me,46,10,13,3dCZm5HrG0jIXAHfNkg2H0,False,71
Rich The Kid,Splashin,80,16,5,3KLo7ByvjCNyBrfz5DZ2mO,True,71
Lil Skies,I,39,8,4,4ZT9FnbFu1PaBfV3itxiqT,True,79
Juice WRLD,Hear Me Calling,38,8,4,13ZyrkCDmRz5xY3seuAWYk,True,77
Chris Brown,Undecided,35,7,12,58oryymPZNdtS2z8Une6NJ,True,67
Kodak Black,Calling My Spirit,46,10,17,2MShy1GSSgbmGUxADNIao5,True,73
Bebe Rexha,Last Hurrah,98,20,1,0i0wnv9UoFdZ5MfuFGQzMy,False,72
Carrie Underwood,Love Wins,83,17,10,4XWnHzCRfRjaHRsTNeh3WR,False,57
Iggy Azalea,Sally Walker,62,13,1,1bPoQ1zaUWZmiYrckwfulU,True,63
Juice WRLD,Fast,47,10,2,6MjNilJCVKJq0LfFvo5jWJ,True,77
Juice WRLD,Maze,65,13,1,4mUIe9gfsdtsVP2zFIl74x,True,75
Luke Bryan,What Makes You Country,54,11,11,3bDXhWsPiFTHtrsMg5faL2,False,66
Juice WRLD,Flaws And Sins,91,19,1,2BSbCCbaSCzkOEZa6N5901,True,73
Lady Gaga,Always Remember Us This Way,41,9,9,2rbDhOo9Fh61Bbu23T2qCk,False,78
Flipp Dinero,Leave Me Alone,20,4,25,14mHfNsSHN0FbLftyjrV9g,True,74
Sheck Wes,Mo Bamba,6,2,28,1xzBco0xcoJEDXktl7Jxrr,True,79
