artist,track,peak_position,peak_position_grouped,weeks_in_charts,spotify_id,explicit,spotify_popularity
J. Cole,Kevin's Heart,8,2,5,6tZ3b7ik1QDXFAZlXib0YZ,True,73
Meghan Trainor,No Excuses,46,10,12,7fCNUWi6uflDTQ08srxMZk,False,65
YoungBoy Never Broke Again,Outside Today,31,7,19,3sA7HKGzcKTVscdiTCrWpX,True,70
Migos,Stir Fry,8,2,21,2UVbBKQOdFAekPTRsnkzcf,True,73
Post Malone,Over Now,24,5,3,09IOPhEh1OMe0HD9b36FJk,True,73
Post Malone,Zack And Codeine,23,5,3,5lZZmityu9TAjNvSY6GLhR,True,70
Tank,When We,78,16,20,2HWelwHQS4EdRqIycZOc3O,True,63
Post Malone,Takin' Shots,29,6,3,5ffntNJnJOeFv7b7DCd0Bw,True,70
Post Malone,92 Explorer,40,8,3,1D2L6MefbXon28PzIk9I3r,True,73
Nicki Minaj,Barbie Tingz,25,5,4,2qsQ8eVDPmobZpvDxQCVQu,True,66
Post Malone,Otherside,46,10,2,4qWCFTuNnmGNdY4egtb4ZY,True,70
Post Malone,Blame It On Me,47,10,2,1ZemPoaj7LBj1RAQrb89EC,False,70
YoungBoy Never Broke Again,Diamond Teeth Samurai,59,12,5,1k7KigfkZh2Xb6khqV1a0K,True,57
Mason Ramsey,Famous,62,13,2,1lasE4yXQmZ5mwWdGQGn8E,False,55
YoungBoy Never Broke Again,Preach,98,20,1,45RbAX2KxbPdNwUgeYA69j,True,54
Post Malone,Candy Paint,34,7,21,32lItqlMi4LBhb4k0BaSaC,True,78
Post Malone,Sugar Wraith,57,12,1,0MrRAUcB8AZiB9ue2VOBYe,True,70
J. Cole,Motiv8,15,3,2,1AT4xjNarTswd0UZ5FlmKF,True,66
Post Malone,Jonestown (Interlude),73,15,1,0R6Jlsq25eZB3Wftpxi3oF,False,60
J. Cole,Photograph,14,3,2,0bhnUFDQFCEHCBlsQfHnj5,True,64
J. Cole,Brackets,30,6,1,5sWbwccBcyHsg5LEKWGZo9,True,62
Avicii,Wake Me Up!,4,1,54,4h8VwCb1MTGoLKueQ1WgbD,False,84
Imagine Dragons,Thunder,4,1,52,1zB4vmk8tFRmM9UULNzbLB,False,84
NF,Let You Down,12,3,28,52okn5MNA47tk87PeZJLEL,False,82
Portugal. The Man,Feel It Still,4,1,45,6QgjcU0zLnzq5OrUoSZ3OK,False,79
J. Cole,Intro,53,11,1,4YwNf1fLZt9IQhJeHNWfBi,True,57
Brett Eldredge,The Long Way,65,13,12,5vuMtXS5kQ7F0o9V9rG1dG,False,64
Cardi B,Thru Your Phone,50,10,3,74cVJfmK18rhWnscIpGXjt,True,71
Post Malone,I Fall Apart,16,4,30,75ZvA4QfFiZvzhj2xkaWAh,True,83
G-Eazy & Halsey,Him & I,14,3,20,5k38wzpLb15YgncyWdTZE4,True,75
Halsey,Bad At Love,5,1,33,7y9iMe8SOB6z3NoHE2OfXl,False,75
Thomas Rhett,Marry Me,30,6,20,0OWZFobGSIW9GrSlQ9C5pc,False,71
Cardi B,Bickenhead,43,9,2,17Yq72h0p15OhCbZ5lJ5gd,True,59
Zayn,Let Me,73,15,1,0aVsVsOYDSEEigiwTrIab9,False,68
The Weeknd,Wasted Times,27,6,3,7DKS0rX27cCEPsK0R6tFWS,True,71
Cardi B,Get Up 10,38,8,2,7p2ewixAShLpjDZrnzZK7c,True,61
Cardi B,Money Bag,58,12,2,1vBeIXlzbAieGoDqInav5j,True,60
6ix9ine,Billy,50,10,8,5KhFaq45chTw8RGfWo8T8J,True,75
High Valley,She's With Me,79,16,8,2p2cCrOaNrIOLk5ArtlHy6,False,57
SZA,Broken Clocks,82,17,4,2fXwCWkh6YG5zU1IyvQrbs,True,72
Scotty McCreery,Five More Minutes,44,9,20,3qTmB5HxP9ilJaiM6B1yuk,False,68
6ix9ine,Gotti,99,20,1,27oFpFktCq9JIXjJQRuv7a,True,72
Derez De'Shon,Hardaway,61,13,11,25qhnRgAcImQWfaswqRkwN,True,55
Demi Lovato,Tell Me You Love Me,53,11,20,1MKZaAEx8RrzoQjHhVuvgs,False,68
The Weeknd,Try Me,26,6,2,4ppTAJUbNXELZcoUaL90wo,False,71
Chris Stapleton,Broken Halos,45,9,20,06gD2ZtK3Dzc1BYqWExQJJ,False,71
Devin Dawson,All On Me,52,11,20,2mfahQ0EaaZWq4cFNg6A1o,False,66
Alice Merton,No Roots,84,17,3,4CdfFYzaAJ0y0beKzmgJSn,False,58
The Weeknd,Privilege,52,11,1,0Nwar8rweBUyfyuoyjjUvk,True,68
YoungBoy Never Broke Again,No Smoke,61,13,18,57IRaiAB4hBZu3gnNVZC0v,True,66
Chris Brown,Tempo,88,18,4,0709StHzSeXpdj2zmqF2o2,True,61
"Tyler, The Creator",OKRA,89,18,1,74ZovzRxHBvCq5yIwe8boh,True,64
Luis Fonsi & Demi Lovato,Echame La Culpa,47,10,20,2hl6q70unbviGo3g1R7uFx,False,67
Old Dominion,Written In The Sand,51,11,20,2A69wys3S9uiPSmn6UZWJn,False,73
P!nk,Beautiful Trauma,78,16,15,2DlIwu1iDTILEMXA7MUotn,True,66
H.E.R.,Focus,100,20,1,3tZs3nVjySLbL320lP4mvs,False,67
6ix9ine,Gummo,12,3,20,4HbiCvH1R7mVOJ7KY7JQBD,True,72
Lil Xan,Betrayed,64,13,20,4vaxvNDaLSoD36iZX515ug,True,74
Logic,44 More,22,5,5,3e7Y6sfFlIdBMJhX7wpqVO,True,70
Blac Youngsta,Booty,73,15,5,0FbSpY8RPxTRxi1Fpj9Dz9,True,61
YBN Nahmir,Rubbin Off The Paint,46,10,17,6V4KHt9xu4TPEnDFoBeacT,True,68
Khalid,Young Dumb & Broke,18,4,36,5Z3GHaZ6ec9bsiI5BenrbY,False,82
Charlie Puth,How Long,21,5,24,6wmAHw1szh5RCKSRjiXhPe,False,73
XXXTENTACION,Going Down!,95,19,1,7CkbRn6S0itJqcqn88AtSV,True,67
The Chainsmokers,Everybody Hates Me,100,20,1,6ufrOaf4v6Qady6GiIpQ0s,False,64
Demi Lovato,Sorry Not Sorry,6,2,36,7gvd8xj4QgPqbQSsn5pV7d,True,79
Logic,Contra,60,12,1,7u90MSvVyEjL0c8icaE7jl,True,58
Logic,Overnight,68,14,1,3s3VVLE1kB7Xk2AoJKlGmr,True,58
Logic,Midnight,74,15,1,1GtVGc1UYin3zpMUdNSSpM,True,61
Logic,Yuck,87,18,1,0D5CXSUx8GOCHSY8KWgi9h,True,56
"ScHoolboy Q, 2 Chainz & Saudi",X,49,10,5,4LmAnpjlhWTahvRkYR8xJa,True,69
Logic,BoomTrap Protocol,97,20,1,4fZxGiES1FKbNqJPrI4L3s,True,56
SOB X RBE,Paramedic!,65,13,4,2tPcTFiQF9MbVUyjZ3zDhA,True,66
5 Seconds Of Summer,Want You Back,61,13,1,2vHfabj6nFebekTYODqntl,True,67
Russell Dickerson,Yours,49,10,20,3I4WFddKpe2PGZWFh7f10J,False,70
Walker Hayes,You Broke Up With Me,62,13,19,5jZF1nvKORdaHNjNNMRbFl,False,64
6ix9ine,Kooda,50,10,9,0tYHqwTW4s6VuPWDSD7n7K,True,69
Khalid & Swae Lee,The Ways,63,13,3,5jyyPsIGM2yqkZN9R3TmvN,True,65
Janelle Monae,Make Me Feel,99,20,1,5gW5dSy3vXJxgzma4rQuzH,True,66
Plies,Rock,95,19,5,0QVISdPWRllAmoDBG3DEHU,True,53
Ed Sheeran,Shape Of You,1,1,59,7qiZfU4dY1lWllzX7mPBI3,False,85
Sam Smith,Too Good At Goodbyes,4,1,24,3VlbOrM6nYPprVvzBZllE5,False,75
Lil Pump,Gucci Gang,3,1,24,43ZyHQITOjhciSUUNPVRHc,True,72
Kendrick Lamar & Travis Scott,Big Shot,71,15,2,5cXg9IQS34FzLVdHhp7hu7,True,68
Kelsea Ballerini,Legends,68,14,12,6vlxmQGwmlyp07YjkugV6K,False,57
Liam Payne & Rita Ora,For You (Fifty Shades Freed),76,16,3,66xn6tB8s3l8uhj02OGneE,False,65
WALK THE MOON,One Foot,65,13,8,0iQ77tSa7ncj7zBPtVx6cU,False,64
Keith Urban,Female,69,14,6,1t34UsQ634a233qysq6D6L,False,57
Justin Timberlake,Filthy,9,2,6,1L3NV7VrCiuE8C5QlhdeQL,False,51
Kendrick Lamar,Black Panther,91,19,1,5qN4HFkapdAOV94XPryVof,True,57
Brett Young,Like I Loved You,46,10,20,3T6MAweakkNrMYs8jZIWtg,False,67
Chris Young,Losing Sleep,60,12,20,6waqLPcT6ruMhmd36OhmFO,False,65
Justin Timberlake,Man Of The Woods,73,15,1,4KTU5aa5s547f1JF5DImhF,False,55
Drake,Diplomatic Immunity,7,2,3,4haJoBPbPj9QFKNpp9e8kx,True,55
The Chainsmokers,Sick Boy,65,13,3,58kZ9spgxmlEznXGu6FPdQ,False,72
Easton Corbin,A Girl Like You,98,20,1,3AsNVBJ7LHsltdu9490ZiS,False,59
Justin Timberlake,Supplies,71,15,2,6jT85s2dZ55HBqjXYi2rfI,False,54
Imagine Dragons,Believer,4,1,52,0pqnGHJpmpxLKifKRmU6WP,False,87
Migos,Supastars,53,11,1,7yt6eiZQCkVFEzwGp4Pbor,True,55
Migos,Gang Gang,73,15,1,6RKkHI2fkmgZq7uQPPav8f,True,59
Migos,Higher We Go (Intro),83,17,1,43dOwOq0mB4i6j4SpcSkqC,True,52
Migos,Auto Pilot,85,17,1,4Kw3CztmD15X1QGDnnHmLD,True,50
Migos,Emoji A Chain,87,18,1,0G9rmRmQDFk9O2tzZLyRkc,True,52
Eric Church,Round Here Buzz,56,12,19,52ioLaTnO2J7BWY8UN2n9D,False,63
21 Savage,Bank Account,12,3,29,2fQrGHiQOvpL9UgPvtYy6G,True,79
Charlie Puth,Attention,5,1,40,5cF0dROlMOK5uNZtivgu50,False,81
LANCO,Greatest Love Story,45,9,21,2yQZwi1P8AkkxxFhQ8rMEK,False,73
NF,No Name,82,17,1,7hdw5gAGMyyn9z0XgfTv1j,False,66
"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show,88,18,4,4ylWMuGbMXNDgDd8lErEle,False,74
Loren Allred,Never Enough,88,18,4,0Gl5s8IhMmQE5YQwM8Qx1J,False,75
Lil Baby,My Dawg,71,15,7,7CEJH5Ed7FBbXF6CqBQPlJ,True,62
SZA,The Weekend,29,6,25,6gU9OKjOE7ghfEd55oRO57,True,75
Troye Sivan,My My My!,80,16,1,4NiehSBQthimPzRsVeOgCT,False,73
"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,75,15,6,038kavjqUaGIYZL5lYocvX,True,55
Taylor Swift,...Ready For It?,4,1,20,2yLa0QULdQr0qAIvVwN6B5,False,70
Bruno Mars,That's What I Like,1,1,52,0KKkJNfGyhkQ5aFogxQAPU,False,81
Maren Morris,I Could Use A Love Song,56,12,21,09iyGiljLWRYXdRazFkdtJ,False,72
Niall Horan,Too Much To Ask,66,14,12,39jXnbACjiaiTwwhsr5sY5,True,73
"Machine Gun Kelly, X Ambassadors & Bebe Rexha",Home,90,18,5,0OI7AFifLSoGzpb8bdBLLV,False,74
Yo Gotti,Juice,90,18,6,1psC5iHzQxaTMZ5dWGfM6I,True,55
P!nk,What About Us,13,3,22,0Qh38w01QRXK6KHIv0e3hb,False,75
Taylor Swift,Look What You Made Me Do,1,1,20,1P17dC1amhFzptugyAO7Il,False,75
Luke Bryan,Light It Up,57,12,19,5w3NgfV8v1nNZFLUBlGHIL,False,62
Tay-K,The Race,44,9,20,3wGXyJGsCf1myH5MooQIqE,True,72
Huncho Jack,Modern Slavery,68,14,1,7J6bnDDitOwfelaJNixHhL,True,61
Imagine Dragons + Khalid,Thunder/Young Dumb & Broke (Medley),69,14,1,7ER7vcy7u2ajg5IV45WBFw,False,64
Huncho Jack,Black & Chinese,71,15,1,628Ueb4sRiXApObhcU9iPU,True,65
Huncho Jack,Huncho Jack,87,18,1,5vuiHi3QYbwcm1OKJOYnrf,True,58
Huncho Jack,Motorcycle Patches,90,18,1,7g7raxdQpiLZT7aOlib4S1,True,66
Huncho Jack,Saint,92,19,1,7foypmc7KZyU716Yv63BPe,True,66
Addison Agen,Tennessee Rain,67,14,1,54p39OJ544KF6iFeCzbVjs,False,37
Chloe Kohanski,Wish I Didn't Love You,69,14,1,0SqmAwQrNyypiTroSwVjbX,False,26
Red Marlow,I Pray,84,17,1,4cF4l5ShMLqMCFeabt8Xa6,False,21
Eminem,Believe,92,19,1,4iTyf5pLZMOR8YrEZgSopo,True,61
Kendrick Lamar,Humble.,1,1,37,7KXjTSCq5nL1LoYtL7XAwS,True,82
Shawn Mendes,There's Nothing Holdin' Me Back,6,2,34,7JJmb5XwzOO8jgpou264Ml,False,81
Luke Combs,When It Rains It Pours,33,7,20,1mMLMZYXkMueg65jRRWG1l,False,79
Thomas Rhett,Unforgettable,47,10,20,30MM5jWpUmOxtTNd9Ey5LZ,False,70
Migos & Marshmello,Danger,82,17,1,0nhVrTiCGiGRCoZOJiWzm1,True,72
Eminem,Untouchable,86,18,1,6IvespQWGW4USXwexlVKDm,True,53
Kelly Clarkson,Love So Soft,47,10,13,16QN8cBubEq706vNtPpOME,False,59
Kodak Black,Transportin',46,10,16,1WIZiOuNO3woKfdlSK2gNn,True,70
Lil Uzi Vert,Sauce It Up,49,10,15,1uL78kFWxhz3umTMWJu8n5,True,69
Kesha,Praying,22,5,21,0jdny0dhgjUwoIp5GkqEaA,False,74
blackbear,Do Re Mi,40,8,25,3Q3myFA7q4Op95DOpHplaY,True,78
Niall Horan,Slow Hands,11,3,31,2cOUlop2ZakjOKe4WinesN,False,76
Chris Janson,Fix A Drink,67,14,14,0s6OWiWGuiCcm1Muzch5A8,False,63
Post Malone,Go Flex,76,16,11,5yuShbu70mtHXY0yLzCQLQ,True,79
Chloe Kohanski,Total Eclipse Of The Heart,99,20,1,1pFkLWesh2zpoFTs2g4SFt,False,25
Lil Peep,Awful Things,79,16,1,7Hr2XoaGpIMKbNXCZDZ3le,True,74
Carly Pearce,Every Little Thing,50,10,17,2wxfu24GQpEZQrjDJm5Ac1,False,62
Chris Brown,Questions,78,16,13,3ojTJaonfkL96iIWa47SU3,False,67
Lil Uzi Vert,XO TOUR Llif3,7,2,34,7GX5flRQZVHRAGd6B4TmDO,True,84
The Chainsmokers & Coldplay,Something Just Like This,3,1,39,1dNIEtp7AY3oDAKCGg2XkH,False,75
Taylor Swift,Call It What You Want,27,6,2,1GwMQaZz6Au3QLDbjbMdme,False,68
Taylor Swift,Gorgeous,13,3,4,1ZY1PqizIl78geGM4xWlEA,False,70
Florida Georgia Line,Smooth,89,18,7,31x4wWBghN7f5PiEZUmcAW,False,59
G-Eazy,The Plan,96,20,1,7fOPVfABNLg3sxtgXBhBdp,True,57
Sam Hunt,Body Like A Back Road,6,2,41,7mldq42yDuxiUNn08nvzHO,False,77
Khalid,Location,16,4,43,152lZdxL1OR0ZMW6KquMif,False,80
Jon Pardi,Heartache On The Dance Floor,47,10,18,0w3Q14i073jLoew1hgJkwD,False,73
Jacquees,B.E.D.,69,14,13,1B6TmCvKjC4dopBohVW51x,True,69
Kenny Chesney,All The Pretty Girls,63,13,14,66pxmg3Jhjm09tHoWR1wVR,False,70
Kip Moore,More Girls Like You,66,14,12,73WWkaWkIRSP3MYGZ14aY4,False,61
Future,Feed Me Dope,68,14,1,3lyeSiAIdLoZUHhV8psOTI,True,54
Future,4 Da Gang,92,19,1,3IJ6BBFLD2I2CH3hHFQj3O,True,53
Justin Bieber + BloodPop,Friends,20,4,10,7iNIg7XDEaYECfWD5dJ9Va,False,72
Liam Payne,Bedroom Floor,98,20,1,1OG4nxGMy72EklX2DwcN3Z,False,54
James Arthur,Say You Won't Let Go,11,3,52,5uCax9HTNlzGybIStD3vDh,False,84
Dustin Lynch,Small Town Boy,36,8,20,2YMhrXQYKkm4kXLcXKKd5z,False,73
Jason Aldean,They Don't Know,67,14,12,3bzE57iNavJJxXL9GgBiOK,False,56
Billy Currington,Do I Make You Wanna,47,10,19,3I7krC8kr0gFR7P6vInR1I,False,71
A Boogie Wit da Hoodie,No Promises,74,15,2,2BJpuAoDeQ1QuPvnryfAWK,True,57
A Boogie Wit da Hoodie,Say A',75,15,2,3AMnOVxEHUgVrythGgqPhI,True,62
BTS,DNA,67,14,4,5SE57ljOIUJ1ybL9U6CuBH,False,71
